State,Government,Mode,Type,Year,Amount (thousands)
Illinois,State,Transit,Expenditure,2008,209
Illinois,State,Transit,Expenditure,2007,1
Illinois,State,Transit,Expenditure,2006,1
Illinois,State,Transit,Expenditure,2005,4
Illinois,State,Transit,Expenditure,2004,0
Illinois,State and Local,Highway,Expenditure,2021,14669720
Illinois,State and Local,Highway,Expenditure,2020,13750717
Illinois,State and Local,Highway,Expenditure,2019,11721942
Illinois,State and Local,Highway,Expenditure,2018,12585217
Illinois,State and Local,Highway,Expenditure,2017,15408775
Illinois,State and Local,Highway,Expenditure,2016,16024132
Illinois,State and Local,Highway,Expenditure,2015,14410649
Illinois,State and Local,Highway,Expenditure,2014,12365864
Illinois,State and Local,Highway,Expenditure,2013,11765333
Illinois,State and Local,Highway,Expenditure,2012,11560400
Illinois,State and Local,Highway,Expenditure,2011,11356143
Illinois,State and Local,Highway,Expenditure,2010,13513070
Illinois,State and Local,Highway,Expenditure,2009,11892992
Illinois,State and Local,Highway,Expenditure,2008,10569584
Illinois,State and Local,Highway,Expenditure,2007,10810496
Illinois,State and Local,Highway,Expenditure,2006,8250465
Illinois,State and Local,Highway,Expenditure,2005,8128295
Illinois,State and Local,Highway,Expenditure,2004,7673675
Illinois,State and Local,Transit,Expenditure,2021,4598288
Illinois,State and Local,Transit,Expenditure,2020,4293516
Illinois,State and Local,Transit,Expenditure,2019,4113338
Illinois,State and Local,Transit,Expenditure,2018,4239043
Illinois,State and Local,Transit,Expenditure,2017,4572578
Illinois,State and Local,Transit,Expenditure,2016,4761926
Illinois,State and Local,Transit,Expenditure,2015,4559731
Illinois,State and Local,Transit,Expenditure,2014,4866110
Illinois,State and Local,Transit,Expenditure,2013,4040585
Illinois,State and Local,Transit,Expenditure,2012,3755602
Illinois,State and Local,Transit,Expenditure,2011,3436057
Illinois,State and Local,Transit,Expenditure,2010,3716867
Illinois,State and Local,Transit,Expenditure,2009,4089473
Illinois,State and Local,Transit,Expenditure,2008,3774424
Illinois,State and Local,Transit,Expenditure,2007,3603762
Illinois,State and Local,Transit,Expenditure,2006,3486583
Illinois,State and Local,Transit,Expenditure,2005,3403755
Illinois,State and Local,Transit,Expenditure,2004,3483179
Indiana,Local,Highway,Expenditure,2021,1556411
Indiana,Local,Highway,Expenditure,2020,1917997
Indiana,Local,Highway,Expenditure,2019,1972256
Indiana,Local,Highway,Expenditure,2018,1418348
Indiana,Local,Highway,Expenditure,2017,1130219
Indiana,Local,Highway,Expenditure,2016,1298563
Indiana,Local,Highway,Expenditure,2015,1288728
Indiana,Local,Highway,Expenditure,2014,1047234
Indiana,Local,Highway,Expenditure,2013,818757
Indiana,Local,Highway,Expenditure,2012,723784
Indiana,Local,Highway,Expenditure,2011,1049983
Indiana,Local,Highway,Expenditure,2010,1115751
Indiana,Local,Highway,Expenditure,2009,1207869
Indiana,Local,Highway,Expenditure,2008,1092111
Indiana,Local,Highway,Expenditure,2007,952137
Indiana,Local,Highway,Expenditure,2006,1013402
Indiana,Local,Highway,Expenditure,2005,926840
Indiana,Local,Highway,Expenditure,2004,901434
Indiana,Local,Transit,Expenditure,2021,284842
Indiana,Local,Transit,Expenditure,2020,313936
Indiana,Local,Transit,Expenditure,2019,251194
Indiana,Local,Transit,Expenditure,2018,206965
Indiana,Local,Transit,Expenditure,2017,212459
Indiana,Local,Transit,Expenditure,2016,227310
Indiana,Local,Transit,Expenditure,2015,196517
Indiana,Local,Transit,Expenditure,2014,187390
Indiana,Local,Transit,Expenditure,2013,176996
Indiana,Local,Transit,Expenditure,2012,184550
Indiana,Local,Transit,Expenditure,2011,170051
Indiana,Local,Transit,Expenditure,2010,171109
Indiana,Local,Transit,Expenditure,2009,193627
Indiana,Local,Transit,Expenditure,2008,145010
Indiana,Local,Transit,Expenditure,2007,155021
Indiana,Local,Transit,Expenditure,2006,127409
Indiana,Local,Transit,Expenditure,2005,137481
Indiana,Local,Transit,Expenditure,2004,120924
Indiana,State,Highway,Expenditure,2021,4793903
Indiana,State,Highway,Expenditure,2020,3893916
Indiana,State,Highway,Expenditure,2019,3439586
Indiana,State,Highway,Expenditure,2018,2902827
Indiana,State,Highway,Expenditure,2017,2885666
Indiana,State,Highway,Expenditure,2016,3004660
Indiana,State,Highway,Expenditure,2015,3115657
Indiana,State,Highway,Expenditure,2014,2971614
Indiana,State,Highway,Expenditure,2013,3421396
Indiana,State,Highway,Expenditure,2012,3999580
Indiana,State,Highway,Expenditure,2011,3401849
Indiana,State,Highway,Expenditure,2010,3368579
Indiana,State,Highway,Expenditure,2009,3580711
Indiana,State,Highway,Expenditure,2008,3367877
Indiana,State,Highway,Expenditure,2007,2881889
Indiana,State,Highway,Expenditure,2006,2779010
Indiana,State,Highway,Expenditure,2005,2649187
Indiana,State,Highway,Expenditure,2004,2708740
Indiana,State,Transit,Expenditure,2021,0
Indiana,State,Transit,Expenditure,2020,0
Indiana,State,Transit,Expenditure,2019,0
Indiana,State,Transit,Expenditure,2018,0
Indiana,State,Transit,Expenditure,2017,0
Indiana,State,Transit,Expenditure,2016,0
Indiana,State,Transit,Expenditure,2015,0
Indiana,State,Transit,Expenditure,2014,0
Indiana,State,Transit,Expenditure,2013,0
Indiana,State,Transit,Expenditure,2012,0
Indiana,State,Transit,Expenditure,2011,0
Indiana,State,Transit,Expenditure,2010,0
Indiana,State,Transit,Expenditure,2009,0
Indiana,State,Transit,Expenditure,2008,0
Indiana,State,Transit,Expenditure,2007,0
Indiana,State,Transit,Expenditure,2006,38669
Indiana,State,Transit,Expenditure,2005,35870
Indiana,State,Transit,Expenditure,2004,38983
Indiana,State and Local,Highway,Expenditure,2021,6350314
Indiana,State and Local,Highway,Expenditure,2020,5811913
Indiana,State and Local,Highway,Expenditure,2019,5411842
Indiana,State and Local,Highway,Expenditure,2018,4321175
Indiana,State and Local,Highway,Expenditure,2017,4015885
Indiana,State and Local,Highway,Expenditure,2016,4303223
Indiana,State and Local,Highway,Expenditure,2015,4404385
Indiana,State and Local,Highway,Expenditure,2014,4018848
Indiana,State and Local,Highway,Expenditure,2013,4240153
Indiana,State and Local,Highway,Expenditure,2012,4723364
Indiana,State and Local,Highway,Expenditure,2011,4451832
Indiana,State and Local,Highway,Expenditure,2010,4484330
Indiana,State and Local,Highway,Expenditure,2009,4788580
Indiana,State and Local,Highway,Expenditure,2008,4459988
Indiana,State and Local,Highway,Expenditure,2007,3834026
Indiana,State and Local,Highway,Expenditure,2006,3792412
Indiana,State and Local,Highway,Expenditure,2005,3576027
Indiana,State and Local,Highway,Expenditure,2004,3610174
Indiana,State and Local,Transit,Expenditure,2021,284842
Indiana,State and Local,Transit,Expenditure,2020,313936
Indiana,State and Local,Transit,Expenditure,2019,251194
Indiana,State and Local,Transit,Expenditure,2018,206965
Indiana,State and Local,Transit,Expenditure,2017,212459
Indiana,State and Local,Transit,Expenditure,2016,227310
Indiana,State and Local,Transit,Expenditure,2015,196517
Indiana,State and Local,Transit,Expenditure,2014,187390
Indiana,State and Local,Transit,Expenditure,2013,176996
Indiana,State and Local,Transit,Expenditure,2012,184550
Indiana,State and Local,Transit,Expenditure,2011,170051
Indiana,State and Local,Transit,Expenditure,2010,171109
Indiana,State and Local,Transit,Expenditure,2009,193627
Indiana,State and Local,Transit,Expenditure,2008,145010
Indiana,State and Local,Transit,Expenditure,2007,155021
Indiana,State and Local,Transit,Expenditure,2006,166078
Indiana,State and Local,Transit,Expenditure,2005,173351
Indiana,State and Local,Transit,Expenditure,2004,159907
Iowa,Local,Highway,Expenditure,2021,1775996
Iowa,Local,Highway,Expenditure,2020,2115457
Iowa,Local,Highway,Expenditure,2019,1881235
Iowa,Local,Highway,Expenditure,2018,1493385
Iowa,Local,Highway,Expenditure,2017,1521902
Iowa,Local,Highway,Expenditure,2016,1414373
Iowa,Local,Highway,Expenditure,2015,1513580
Iowa,Local,Highway,Expenditure,2014,1440024
Iowa,Local,Highway,Expenditure,2013,1323556
Iowa,Local,Highway,Expenditure,2012,1472091
Iowa,Local,Highway,Expenditure,2011,1291418
Iowa,Local,Highway,Expenditure,2010,1230867
Iowa,Local,Highway,Expenditure,2009,1181779
Iowa,Local,Highway,Expenditure,2008,1166388
Iowa,Local,Highway,Expenditure,2007,1138608
Iowa,Local,Highway,Expenditure,2006,1120910
Iowa,Local,Highway,Expenditure,2005,1074396
Iowa,Local,Highway,Expenditure,2004,779164
Iowa,Local,Transit,Expenditure,2021,118889
Iowa,Local,Transit,Expenditure,2020,109781
Iowa,Local,Transit,Expenditure,2019,115921
Iowa,Local,Transit,Expenditure,2018,123515
Iowa,Local,Transit,Expenditure,2017,120395
Iowa,Local,Transit,Expenditure,2016,102537
Iowa,Local,Transit,Expenditure,2015,112797
Iowa,Local,Transit,Expenditure,2014,98049
Iowa,Local,Transit,Expenditure,2013,109165
Iowa,Local,Transit,Expenditure,2012,112614
Iowa,Local,Transit,Expenditure,2011,107824
Iowa,Local,Transit,Expenditure,2010,98499
Iowa,Local,Transit,Expenditure,2009,85367
Iowa,Local,Transit,Expenditure,2008,78643
Iowa,Local,Transit,Expenditure,2007,72930
Iowa,Local,Transit,Expenditure,2006,70141
Iowa,Local,Transit,Expenditure,2005,61642
Iowa,Local,Transit,Expenditure,2004,61305
Iowa,State,Highway,Expenditure,2021,3064733
Iowa,State,Highway,Expenditure,2020,2992391
Iowa,State,Highway,Expenditure,2019,2808979
Iowa,State,Highway,Expenditure,2018,2950412
Iowa,State,Highway,Expenditure,2017,2826498
Iowa,State,Highway,Expenditure,2016,2630865
Iowa,State,Highway,Expenditure,2015,2671848
Iowa,State,Highway,Expenditure,2014,2322158
Iowa,State,Highway,Expenditure,2013,2063344
Iowa,State,Highway,Expenditure,2012,2242142
Iowa,State,Highway,Expenditure,2011,1968090
Iowa,State,Highway,Expenditure,2010,2405426
Iowa,State,Highway,Expenditure,2009,2057299
Iowa,State,Highway,Expenditure,2008,1581934
Iowa,State,Highway,Expenditure,2007,1756544
Iowa,State,Highway,Expenditure,2006,1800023
Iowa,State,Highway,Expenditure,2005,1731775
Iowa,State,Highway,Expenditure,2004,1600279
Iowa,State,Transit,Expenditure,2021,836
Iowa,State,Transit,Expenditure,2020,0
Iowa,State,Transit,Expenditure,2019,0
Iowa,State,Transit,Expenditure,2018,0
Iowa,State,Transit,Expenditure,2017,0
Iowa,State,Transit,Expenditure,2016,0
Iowa,State,Transit,Expenditure,2015,0
Iowa,State,Transit,Expenditure,2014,0
Iowa,State,Transit,Expenditure,2013,0
Iowa,State,Transit,Expenditure,2012,0
Iowa,State,Transit,Expenditure,2011,0
Iowa,State,Transit,Expenditure,2010,0
Iowa,State,Transit,Expenditure,2009,0
Iowa,State,Transit,Expenditure,2008,0
Iowa,State,Transit,Expenditure,2007,0
Iowa,State,Transit,Expenditure,2006,0
Iowa,State,Transit,Expenditure,2005,16
Iowa,State,Transit,Expenditure,2004,0
Iowa,State and Local,Highway,Expenditure,2021,4840729
Iowa,State and Local,Highway,Expenditure,2020,5107848
Iowa,State and Local,Highway,Expenditure,2019,4690214
Iowa,State and Local,Highway,Expenditure,2018,4443797
Iowa,State and Local,Highway,Expenditure,2017,4348400
Iowa,State and Local,Highway,Expenditure,2016,4045238
Iowa,State and Local,Highway,Expenditure,2015,4185428
Iowa,State and Local,Highway,Expenditure,2014,3762182
Iowa,State and Local,Highway,Expenditure,2013,3386900
Iowa,State and Local,Highway,Expenditure,2012,3714233
Iowa,State and Local,Highway,Expenditure,2011,3259508
Iowa,State and Local,Highway,Expenditure,2010,3636293
Iowa,State and Local,Highway,Expenditure,2009,3239078
Iowa,State and Local,Highway,Expenditure,2008,2748322
Iowa,State and Local,Highway,Expenditure,2007,2895152
Iowa,State and Local,Highway,Expenditure,2006,2920933
Iowa,State and Local,Highway,Expenditure,2005,2806171
Iowa,State and Local,Highway,Expenditure,2004,2379443
Iowa,State and Local,Transit,Expenditure,2021,119725
Iowa,State and Local,Transit,Expenditure,2020,109781
Iowa,State and Local,Transit,Expenditure,2019,115921
Iowa,State and Local,Transit,Expenditure,2018,123515
Iowa,State and Local,Transit,Expenditure,2017,120395
Iowa,State and Local,Transit,Expenditure,2016,102537
Iowa,State and Local,Transit,Expenditure,2015,112797
Iowa,State and Local,Transit,Expenditure,2014,98049
Iowa,State and Local,Transit,Expenditure,2013,109165
Iowa,State and Local,Transit,Expenditure,2012,112614
Iowa,State and Local,Transit,Expenditure,2011,107824
Iowa,State and Local,Transit,Expenditure,2010,98499
Iowa,State and Local,Transit,Expenditure,2009,85367
Iowa,State and Local,Transit,Expenditure,2008,78643
Iowa,State and Local,Transit,Expenditure,2007,72930
Iowa,State and Local,Transit,Expenditure,2006,70141
Iowa,State and Local,Transit,Expenditure,2005,61658
Iowa,State and Local,Transit,Expenditure,2004,61305
Kansas,Local,Highway,Expenditure,2021,1186906
Kansas,Local,Highway,Expenditure,2020,1362303
Kansas,Local,Highway,Expenditure,2019,1174671
Kansas,Local,Highway,Expenditure,2018,1356304
Kansas,Local,Highway,Expenditure,2017,1347865
Kansas,Local,Highway,Expenditure,2016,1212282
Kansas,Local,Highway,Expenditure,2015,1102742
Kansas,Local,Highway,Expenditure,2014,1066512
Kansas,Local,Highway,Expenditure,2013,1002069
Kansas,Local,Highway,Expenditure,2012,921105
Kansas,Local,Highway,Expenditure,2011,985362
Kansas,Local,Highway,Expenditure,2010,949372
Kansas,Local,Highway,Expenditure,2009,1137198
Kansas,Local,Highway,Expenditure,2008,1102063
Kansas,Local,Highway,Expenditure,2007,738635
Kansas,Local,Highway,Expenditure,2006,991351
Kansas,Local,Highway,Expenditure,2005,902436
Kansas,Local,Highway,Expenditure,2004,1052728
Kansas,Local,Transit,Expenditure,2021,53250
Kansas,Local,Transit,Expenditure,2020,47894
Kansas,Local,Transit,Expenditure,2019,49773
Kansas,Local,Transit,Expenditure,2018,41076
Kansas,Local,Transit,Expenditure,2017,41642
Kansas,Local,Transit,Expenditure,2016,49630
Kansas,Local,Transit,Expenditure,2015,49490
Kansas,Local,Transit,Expenditure,2014,52643
Kansas,Local,Transit,Expenditure,2013,46398
Kansas,Local,Transit,Expenditure,2012,46614
Kansas,Local,Transit,Expenditure,2011,48996
Kansas,Local,Transit,Expenditure,2010,36074
Kansas,Local,Transit,Expenditure,2009,31388
Kansas,Local,Transit,Expenditure,2008,31691
Kansas,Local,Transit,Expenditure,2007,30376
Kansas,Local,Transit,Expenditure,2006,19113
Kansas,Local,Transit,Expenditure,2005,16474
Kansas,Local,Transit,Expenditure,2004,15886
Kansas,State,Highway,Expenditure,2021,1894680
Kansas,State,Highway,Expenditure,2020,1409237
Kansas,State,Highway,Expenditure,2019,1260078
Kansas,State,Highway,Expenditure,2018,1231153
Kansas,State,Highway,Expenditure,2017,1680737
Kansas,State,Highway,Expenditure,2016,1873907
Kansas,State,Highway,Expenditure,2015,1805861
Kansas,State,Highway,Expenditure,2014,1614130
Kansas,State,Highway,Expenditure,2013,1613068
Kansas,State,Highway,Expenditure,2012,1769158
Kansas,State,Highway,Expenditure,2011,1716698
Kansas,State,Highway,Expenditure,2010,1699379
Kansas,State,Highway,Expenditure,2009,1816945
Kansas,State,Highway,Expenditure,2008,1762958
Kansas,State,Highway,Expenditure,2007,1841327
Kansas,State,Highway,Expenditure,2006,1881132
Kansas,State,Highway,Expenditure,2005,1817619
Kansas,State,Highway,Expenditure,2004,1805986
Kansas,State,Transit,Expenditure,2021,0
Kansas,State,Transit,Expenditure,2020,0
Kansas,State,Transit,Expenditure,2019,0
Kansas,State,Transit,Expenditure,2018,0
Kansas,State,Transit,Expenditure,2017,0
Kansas,State,Transit,Expenditure,2016,0
Kansas,State,Transit,Expenditure,2015,0
Kansas,State,Transit,Expenditure,2014,0
Kansas,State,Transit,Expenditure,2013,0
Kansas,State,Transit,Expenditure,2012,0
Kansas,State,Transit,Expenditure,2011,0
Kansas,State,Transit,Expenditure,2010,0
Kansas,State,Transit,Expenditure,2009,0
Kansas,State,Transit,Expenditure,2008,0
Kansas,State,Transit,Expenditure,2007,0
Kansas,State,Transit,Expenditure,2006,0
Kansas,State,Transit,Expenditure,2005,0
Kansas,State,Transit,Expenditure,2004,0
Kansas,State and Local,Highway,Expenditure,2021,3081586
Kansas,State and Local,Highway,Expenditure,2020,2771540
Kansas,State and Local,Highway,Expenditure,2019,2434749
Kansas,State and Local,Highway,Expenditure,2018,2587457
Kansas,State and Local,Highway,Expenditure,2017,3028602
Kansas,State and Local,Highway,Expenditure,2016,3086189
Kansas,State and Local,Highway,Expenditure,2015,2908603
Kansas,State and Local,Highway,Expenditure,2014,2680642
Kansas,State and Local,Highway,Expenditure,2013,2615137
Kansas,State and Local,Highway,Expenditure,2012,2690263
Kansas,State and Local,Highway,Expenditure,2011,2702060
Kansas,State and Local,Highway,Expenditure,2010,2648751
Kansas,State and Local,Highway,Expenditure,2009,2954143
Kansas,State and Local,Highway,Expenditure,2008,2865021
Kansas,State and Local,Highway,Expenditure,2007,2579962
Kansas,State and Local,Highway,Expenditure,2006,2872483
Kansas,State and Local,Highway,Expenditure,2005,2720055
Kansas,State and Local,Highway,Expenditure,2004,2858714
Kansas,State and Local,Transit,Expenditure,2021,53250
Kansas,State and Local,Transit,Expenditure,2020,47894
Kansas,State and Local,Transit,Expenditure,2019,49773
Kansas,State and Local,Transit,Expenditure,2018,41076
