State,Mode,Year,Commute mode share (percent)
Pennsylvania,Worked at home,2010,0.037061797
Pennsylvania,Carpool,2010,0.088212903
Pennsylvania,Drove alone,2010,0.770056
Rhode Island,Bicycle,2022,0.004202215
Rhode Island,Walked,2022,0.028983111
Rhode Island,"Taxi, motorcycle, or other",2022,0.017146781
Rhode Island,Public transportation,2022,0.013880209
Rhode Island,Worked at home,2022,0.13414386
Rhode Island,Carpool,2022,0.077193218
Rhode Island,Drove alone,2022,0.724450605
Rhode Island,Bicycle,2021,0.002423615
Rhode Island,Walked,2021,0.026350246
Rhode Island,"Taxi, motorcycle, or other",2021,0.015483372
Rhode Island,Public transportation,2021,0.011536557
Rhode Island,Worked at home,2021,0.175250615
Rhode Island,Carpool,2021,0.075664806
Rhode Island,Drove alone,2021,0.693290789
Rhode Island,"Taxi, motorcycle, or other",2020,0.047031802
Rhode Island,Public transportation,2020,0.018985478
Rhode Island,Worked at home,2020,0.12110185
Rhode Island,Carpool,2020,0.064932113
Rhode Island,Drove alone,2020,0.747948758
Rhode Island,Bicycle,2019,0.002711672
Rhode Island,Walked,2019,0.032765422
Rhode Island,"Taxi, motorcycle, or other",2019,0.010913737
Rhode Island,Public transportation,2019,0.030683245
Rhode Island,Worked at home,2019,0.045122528
Rhode Island,Carpool,2019,0.081761768
Rhode Island,Drove alone,2019,0.796041629
Rhode Island,Bicycle,2018,0.002872157
Rhode Island,Walked,2018,0.020942173
Rhode Island,"Taxi, motorcycle, or other",2018,0.014782891
Rhode Island,Public transportation,2018,0.017588775
Rhode Island,Worked at home,2018,0.022828397
Rhode Island,Carpool,2018,0.079389598
Rhode Island,Drove alone,2018,0.84159601
Rhode Island,Bicycle,2017,0.001989606
Rhode Island,Walked,2017,0.03553141
Rhode Island,"Taxi, motorcycle, or other",2017,0.007188624
Rhode Island,Public transportation,2017,0.021929707
Rhode Island,Worked at home,2017,0.045295607
Rhode Island,Carpool,2017,0.094415316
Rhode Island,Drove alone,2017,0.79364973
Rhode Island,Bicycle,2016,0.003051886
Rhode Island,Walked,2016,0.036130961
Rhode Island,"Taxi, motorcycle, or other",2016,0.007647345
Rhode Island,Public transportation,2016,0.024432717
Rhode Island,Worked at home,2016,0.04261279
Rhode Island,Carpool,2016,0.083527259
Rhode Island,Drove alone,2016,0.802597041
Rhode Island,Bicycle,2015,0.003862125
Rhode Island,Walked,2015,0.037242337
Rhode Island,"Taxi, motorcycle, or other",2015,0.010178042
Rhode Island,Public transportation,2015,0.029115987
Rhode Island,Worked at home,2015,0.03320368
Rhode Island,Carpool,2015,0.096651191
Rhode Island,Drove alone,2015,0.789746638
Rhode Island,Bicycle,2014,0.005195715
Rhode Island,Walked,2014,0.039471601
Rhode Island,"Taxi, motorcycle, or other",2014,0.009799614
Rhode Island,Public transportation,2014,0.030123272
Rhode Island,Worked at home,2014,0.038204836
Rhode Island,Carpool,2014,0.074210647
Rhode Island,Drove alone,2014,0.802994315
Rhode Island,Bicycle,2013,0.00525367
Rhode Island,Walked,2013,0.04058287
Rhode Island,"Taxi, motorcycle, or other",2013,0.012767111
Rhode Island,Public transportation,2013,0.026555274
Rhode Island,Worked at home,2013,0.031167819
Rhode Island,Carpool,2013,0.080293097
Rhode Island,Drove alone,2013,0.803380158
Rhode Island,Bicycle,2012,0.004331187
Rhode Island,Walked,2012,0.036402217
Rhode Island,"Taxi, motorcycle, or other",2012,0.015119455
Rhode Island,Public transportation,2012,0.030570399
Rhode Island,Worked at home,2012,0.036056833
Rhode Island,Carpool,2012,0.089406655
Rhode Island,Drove alone,2012,0.788113254
Rhode Island,Bicycle,2011,0.001987849
Rhode Island,Walked,2011,0.032100973
Rhode Island,"Taxi, motorcycle, or other",2011,0.00887946
Rhode Island,Public transportation,2011,0.031184886
Rhode Island,Worked at home,2011,0.03698278
Rhode Island,Carpool,2011,0.085788873
Rhode Island,Drove alone,2011,0.803075179
Rhode Island,Bicycle,2010,0.007021009
Rhode Island,Walked,2010,0.038338458
Rhode Island,"Taxi, motorcycle, or other",2010,0.008385626
Rhode Island,Public transportation,2010,0.027929865
Rhode Island,Worked at home,2010,0.033142495
Rhode Island,Carpool,2010,0.081997883
Rhode Island,Drove alone,2010,0.803184663
South Carolina,Bicycle,2022,0.002373889
South Carolina,Walked,2022,0.015642263
South Carolina,"Taxi, motorcycle, or other",2022,0.014942186
South Carolina,Public transportation,2022,0.003784662
South Carolina,Worked at home,2022,0.114438858
South Carolina,Carpool,2022,0.085118549
South Carolina,Drove alone,2022,0.763699591
South Carolina,Bicycle,2021,0.002341326
South Carolina,Walked,2021,0.016210042
South Carolina,"Taxi, motorcycle, or other",2021,0.014210393
South Carolina,Public transportation,2021,0.003175052
South Carolina,Worked at home,2021,0.117003827
South Carolina,Carpool,2021,0.08110967
South Carolina,Drove alone,2021,0.765949691
South Carolina,"Taxi, motorcycle, or other",2020,0.031646621
South Carolina,Public transportation,2020,0.003283102
South Carolina,Worked at home,2020,0.105512482
South Carolina,Carpool,2020,0.080519475
South Carolina,Drove alone,2020,0.77903832
South Carolina,Bicycle,2019,0.002283738
South Carolina,Walked,2019,0.020489182
South Carolina,"Taxi, motorcycle, or other",2019,0.01322575
South Carolina,Public transportation,2019,0.005868168
South Carolina,Worked at home,2019,0.051249461
South Carolina,Carpool,2019,0.086379166
South Carolina,Drove alone,2019,0.820504534
South Carolina,Bicycle,2018,0.002673483
South Carolina,Walked,2018,0.034434077
South Carolina,"Taxi, motorcycle, or other",2018,0.009087919
South Carolina,Public transportation,2018,0.022409174
South Carolina,Worked at home,2018,0.036969078
South Carolina,Carpool,2018,0.081410445
South Carolina,Drove alone,2018,0.813015824
South Carolina,Bicycle,2017,0.002350509
South Carolina,Walked,2017,0.021338215
South Carolina,"Taxi, motorcycle, or other",2017,0.011371561
South Carolina,Public transportation,2017,0.004955008
South Carolina,Worked at home,2017,0.046648224
South Carolina,Carpool,2017,0.094893838
South Carolina,Drove alone,2017,0.818442646
South Carolina,Bicycle,2016,0.002495424
South Carolina,Walked,2016,0.021005405
South Carolina,"Taxi, motorcycle, or other",2016,0.011816273
South Carolina,Public transportation,2016,0.005528094
South Carolina,Worked at home,2016,0.040796028
South Carolina,Carpool,2016,0.093012723
South Carolina,Drove alone,2016,0.825346053
South Carolina,Bicycle,2015,0.002860107
South Carolina,Walked,2015,0.020420216
South Carolina,"Taxi, motorcycle, or other",2015,0.011530857
South Carolina,Public transportation,2015,0.005078369
South Carolina,Worked at home,2015,0.037618616
South Carolina,Carpool,2015,0.092794543
South Carolina,Drove alone,2015,0.829697293
South Carolina,Bicycle,2014,0.003182793
South Carolina,Walked,2014,0.021961792
South Carolina,"Taxi, motorcycle, or other",2014,0.013360555
South Carolina,Public transportation,2014,0.007206493
South Carolina,Worked at home,2014,0.034336961
South Carolina,Carpool,2014,0.092977127
South Carolina,Drove alone,2014,0.826974278
South Carolina,Bicycle,2013,0.003225753
South Carolina,Walked,2013,0.024872829
South Carolina,"Taxi, motorcycle, or other",2013,0.012698165
South Carolina,Public transportation,2013,0.007050554
South Carolina,Worked at home,2013,0.033092907
South Carolina,Carpool,2013,0.089643109
South Carolina,Drove alone,2013,0.829416682
South Carolina,Bicycle,2012,0.003735549
South Carolina,Walked,2012,0.021517163
South Carolina,"Taxi, motorcycle, or other",2012,0.013457978
South Carolina,Public transportation,2012,0.005178761
South Carolina,Worked at home,2012,0.034110014
South Carolina,Carpool,2012,0.093161195
South Carolina,Drove alone,2012,0.828839339
South Carolina,Bicycle,2011,0.003118444
South Carolina,Walked,2011,0.02306576
South Carolina,"Taxi, motorcycle, or other",2011,0.012983046
South Carolina,Public transportation,2011,0.006577593
South Carolina,Worked at home,2011,0.037685925
South Carolina,Carpool,2011,0.093115058
South Carolina,Drove alone,2011,0.823454174
South Carolina,Bicycle,2010,0.003647031
South Carolina,Walked,2010,0.018949162
South Carolina,"Taxi, motorcycle, or other",2010,0.013101593
South Carolina,Public transportation,2010,0.004993943
South Carolina,Worked at home,2010,0.037182264
South Carolina,Carpool,2010,0.093341923
South Carolina,Drove alone,2010,0.828784083
South Dakota,Bicycle,2022,0.002199074
South Dakota,Walked,2022,0.025379618
South Dakota,"Taxi, motorcycle, or other",2022,0.011656614
South Dakota,Public transportation,2022,0.004950635
South Dakota,Worked at home,2022,0.098947446
South Dakota,Carpool,2022,0.071397032
South Dakota,Drove alone,2022,0.785469582
South Dakota,Bicycle,2021,0.00303407
South Dakota,Walked,2021,0.032162942
South Dakota,"Taxi, motorcycle, or other",2021,0.011029923
South Dakota,Public transportation,2021,0.0041898
South Dakota,Worked at home,2021,0.110846802
South Dakota,Carpool,2021,0.077831088
South Dakota,Drove alone,2021,0.760905374
South Dakota,"Taxi, motorcycle, or other",2020,0.049690303
South Dakota,Public transportation,2020,0.00326416
South Dakota,Worked at home,2020,0.102096569
South Dakota,Carpool,2020,0.072830584
South Dakota,Drove alone,2020,0.772118383
South Dakota,Bicycle,2019,0.003810399
South Dakota,Walked,2019,0.032187611
South Dakota,"Taxi, motorcycle, or other",2019,0.012249943
South Dakota,Public transportation,2019,0.003520381
South Dakota,Worked at home,2019,0.061113627
South Dakota,Carpool,2019,0.089582306
South Dakota,Drove alone,2019,0.797535734
South Dakota,Bicycle,2018,0.001964473
South Dakota,Walked,2018,0.020672766
South Dakota,"Taxi, motorcycle, or other",2018,0.01307883
South Dakota,Public transportation,2018,0.005533952
South Dakota,Worked at home,2018,0.049918881
South Dakota,Carpool,2018,0.094355039
South Dakota,Drove alone,2018,0.814476059
South Dakota,Bicycle,2017,0.003492401
South Dakota,Walked,2017,0.033904248
South Dakota,"Taxi, motorcycle, or other",2017,0.006977927
South Dakota,Public transportation,2017,0.006773975
South Dakota,Worked at home,2017,0.058456469
South Dakota,Carpool,2017,0.078049664
South Dakota,Drove alone,2017,0.812345317
South Dakota,Bicycle,2016,0.003996076
South Dakota,Walked,2016,0.038314907
South Dakota,"Taxi, motorcycle, or other",2016,0.009842575
South Dakota,Public transportation,2016,0.004900365
South Dakota,Worked at home,2016,0.05527324
South Dakota,Carpool,2016,0.088845857
South Dakota,Drove alone,2016,0.798826981
South Dakota,Bicycle,2015,0.005600323
South Dakota,Walked,2015,0.031211415
South Dakota,"Taxi, motorcycle, or other",2015,0.007860876
South Dakota,Public transportation,2015,0.008018697
South Dakota,Worked at home,2015,0.057952784
South Dakota,Carpool,2015,0.083823816
South Dakota,Drove alone,2015,0.805532089
South Dakota,Bicycle,2014,0.00442616
South Dakota,Walked,2014,0.042341069
South Dakota,"Taxi, motorcycle, or other",2014,0.009274514
South Dakota,Public transportation,2014,0.005454112
South Dakota,Worked at home,2014,0.055341909
South Dakota,Carpool,2014,0.09156804
South Dakota,Drove alone,2014,0.791594198
South Dakota,Bicycle,2013,0.003636006
South Dakota,Walked,2013,0.041651351
South Dakota,"Taxi, motorcycle, or other",2013,0.009882538
South Dakota,Public transportation,2013,0.002940646
South Dakota,Worked at home,2013,0.052409527
South Dakota,Carpool,2013,0.092028648
South Dakota,Drove alone,2013,0.797451284
South Dakota,Bicycle,2012,0.008208675
South Dakota,Walked,2012,0.039456745
South Dakota,"Taxi, motorcycle, or other",2012,0.010916398
South Dakota,Public transportation,2012,0.004828772
South Dakota,Worked at home,2012,0.057693495
South Dakota,Carpool,2012,0.091471149
South Dakota,Drove alone,2012,0.787424766
South Dakota,Bicycle,2011,0.006772708
South Dakota,Walked,2011,0.042675134
South Dakota,"Taxi, motorcycle, or other",2011,0.008492103
South Dakota,Public transportation,2011,0.007077565
South Dakota,Worked at home,2011,0.055357195
South Dakota,Carpool,2011,0.099598076
South Dakota,Drove alone,2011,0.780027218
South Dakota,Bicycle,2010,0.004587883
South Dakota,Walked,2010,0.043840048
South Dakota,"Taxi, motorcycle, or other",2010,0.012354089
South Dakota,Public transportation,2010,0.005261698
South Dakota,Worked at home,2010,0.052067025
South Dakota,Carpool,2010,0.100046572
South Dakota,Drove alone,2010,0.781842684
Tennessee,Bicycle,2022,0.001249964
Tennessee,Walked,2022,0.011933093
Tennessee,"Taxi, motorcycle, or other",2022,0.013844469
Tennessee,Public transportation,2022,0.003978292
Tennessee,Worked at home,2022,0.133367217
Tennessee,Carpool,2022,0.086063397
Tennessee,Drove alone,2022,0.749563569
Tennessee,Bicycle,2021,0.000995681
Tennessee,Walked,2021,0.011406042
Tennessee,"Taxi, motorcycle, or other",2021,0.011148436
Tennessee,Public transportation,2021,0.003560789
Tennessee,Worked at home,2021,0.139805709
Tennessee,Carpool,2021,0.07500975
Tennessee,Drove alone,2021,0.758073593
Tennessee,"Taxi, motorcycle, or other",2020,0.021239815
Tennessee,Public transportation,2020,0.006070644
Tennessee,Worked at home,2020,0.121001808
Tennessee,Carpool,2020,0.079928097
Tennessee,Drove alone,2020,0.771759636
Tennessee,Bicycle,2019,0.001233093
Tennessee,Walked,2019,0.014063678
Tennessee,"Taxi, motorcycle, or other",2019,0.013081987
Tennessee,Public transportation,2019,0.006168297
Tennessee,Worked at home,2019,0.056403855
Tennessee,Carpool,2019,0.088957321
Tennessee,Drove alone,2019,0.820091769
Tennessee,Bicycle,2018,0.002783209
Tennessee,Walked,2018,0.028443635
Tennessee,"Taxi, motorcycle, or other",2018,0.006244922
Tennessee,Public transportation,2018,0.002455116
Tennessee,Worked at home,2018,0.061594397
Tennessee,Carpool,2018,0.087931096
Tennessee,Drove alone,2018,0.810547625
Tennessee,Bicycle,2017,0.001422467
Tennessee,Walked,2017,0.013390349
Tennessee,"Taxi, motorcycle, or other",2017,0.010129717
Tennessee,Public transportation,2017,0.006412143
Tennessee,Worked at home,2017,0.048752938
Tennessee,Carpool,2017,0.08780225
Tennessee,Drove alone,2017,0.832090136
Tennessee,Bicycle,2016,0.001133611
Tennessee,Walked,2016,0.013238219
Tennessee,"Taxi, motorcycle, or other",2016,0.010674002
Tennessee,Public transportation,2016,0.006945971
Tennessee,Worked at home,2016,0.046663984
Tennessee,Carpool,2016,0.085863852
Tennessee,Drove alone,2016,0.83548036
Tennessee,Bicycle,2015,0.000895718
Tennessee,Walked,2015,0.012244191
Tennessee,"Taxi, motorcycle, or other",2015,0.012245206
Tennessee,Public transportation,2015,0.008332278
Tennessee,Worked at home,2015,0.037709873
Tennessee,Carpool,2015,0.089582993
Tennessee,Drove alone,2015,0.838989741
Tennessee,Bicycle,2014,0.001464398
Tennessee,Walked,2014,0.014914455
Tennessee,"Taxi, motorcycle, or other",2014,0.011601062
Tennessee,Public transportation,2014,0.008568614
Tennessee,Worked at home,2014,0.03694569
Tennessee,Carpool,2014,0.092411689
Tennessee,Drove alone,2014,0.834094092
Tennessee,Bicycle,2013,0.001817355
Tennessee,Walked,2013,0.01354275
Tennessee,"Taxi, motorcycle, or other",2013,0.010796274
Tennessee,Public transportation,2013,0.007472798
Tennessee,Worked at home,2013,0.035477549
Tennessee,Carpool,2013,0.091926234
Tennessee,Drove alone,2013,0.83896704
Tennessee,Bicycle,2012,0.001492641
Tennessee,Walked,2012,0.013026947
Tennessee,"Taxi, motorcycle, or other",2012,0.010969075
Tennessee,Public transportation,2012,0.007505327
Tennessee,Worked at home,2012,0.036584466
Tennessee,Carpool,2012,0.094407564
Tennessee,Drove alone,2012,0.836013979
Tennessee,Bicycle,2011,0.00133773
Tennessee,Walked,2011,0.013976593
Tennessee,"Taxi, motorcycle, or other",2011,0.008294071
Tennessee,Public transportation,2011,0.009489738
Tennessee,Worked at home,2011,0.032720515
Tennessee,Carpool,2011,0.094324015
Tennessee,Drove alone,2011,0.839857338
Tennessee,Bicycle,2010,0.001278182
Tennessee,Walked,2010,0.012494503
Tennessee,"Taxi, motorcycle, or other",2010,0.008952133
Tennessee,Public transportation,2010,0.007072036
Tennessee,Worked at home,2010,0.033811117
Tennessee,Carpool,2010,0.100069981
Tennessee,Drove alone,2010,0.836322048
Texas,Bicycle,2022,0.002032421
Texas,Walked,2022,0.014940481
Texas,"Taxi, motorcycle, or other",2022,0.017240278
Texas,Public transportation,2022,0.00844468
Texas,Worked at home,2022,0.145165681
Texas,Carpool,2022,0.100440102
Texas,Drove alone,2022,0.711736358
Texas,Bicycle,2021,0.002151908
Texas,Walked,2021,0.013203849
Texas,"Taxi, motorcycle, or other",2021,0.015895604
Texas,Public transportation,2021,0.007536591
Texas,Worked at home,2021,0.162686935
Texas,Carpool,2021,0.091291953
Texas,Drove alone,2021,0.707233159
Texas,"Taxi, motorcycle, or other",2020,0.031771514
Texas,Public transportation,2020,0.009661178
Texas,Worked at home,2020,0.149902213
Texas,Carpool,2020,0.09103424
Texas,Drove alone,2020,0.717630855
Texas,Bicycle,2019,0.002266335
Texas,Walked,2019,0.015411443
Texas,"Taxi, motorcycle, or other",2019,0.013448477
Texas,Public transportation,2019,0.013279696
Texas,Worked at home,2019,0.057124039
Texas,Carpool,2019,0.09703946
Texas,Drove alone,2019,0.801430551
Texas,Bicycle,2018,0.001394197
Texas,Walked,2018,0.012951938
Texas,"Taxi, motorcycle, or other",2018,0.011556771
Texas,Public transportation,2018,0.006229592
Texas,Worked at home,2018,0.047476752
Texas,Carpool,2018,0.089684524
Texas,Drove alone,2018,0.830706226
Texas,Bicycle,2017,0.002537966
Texas,Walked,2017,0.015360813
Texas,"Taxi, motorcycle, or other",2017,0.013525092
Texas,Public transportation,2017,0.013542715
Texas,Worked at home,2017,0.050755337
Texas,Carpool,2017,0.098467842
Texas,Drove alone,2017,0.805810236
Texas,Bicycle,2016,0.002577401
Texas,Walked,2016,0.015736016
Texas,"Taxi, motorcycle, or other",2016,0.012770992
Texas,Public transportation,2016,0.014345971
Texas,Worked at home,2016,0.048356837
Texas,Carpool,2016,0.100856276
Texas,Drove alone,2016,0.805356507
Texas,Bicycle,2015,0.00244849
Texas,Walked,2015,0.015556691
Texas,"Taxi, motorcycle, or other",2015,0.013518579
Texas,Public transportation,2015,0.015070338
Texas,Worked at home,2015,0.043717551
Texas,Carpool,2015,0.101694798
Texas,Drove alone,2015,0.807993553
Texas,Bicycle,2014,0.002748298
Texas,Walked,2014,0.015670462
Texas,"Taxi, motorcycle, or other",2014,0.015331915
Texas,Public transportation,2014,0.016065218
Texas,Worked at home,2014,0.040268697
Texas,Carpool,2014,0.105985991
Texas,Drove alone,2014,0.803929419
Texas,Bicycle,2013,0.003121521
Texas,Walked,2013,0.016037778
Texas,"Taxi, motorcycle, or other",2013,0.01523313
Texas,Public transportation,2013,0.015743625
Texas,Worked at home,2013,0.041134492
Texas,Carpool,2013,0.107093572
Texas,Drove alone,2013,0.801635882
Texas,Bicycle,2012,0.002750344
Texas,Walked,2012,0.016153858
Texas,"Taxi, motorcycle, or other",2012,0.014682373
Texas,Public transportation,2012,0.016306425
Texas,Worked at home,2012,0.039253443
Texas,Carpool,2012,0.110333381
Texas,Drove alone,2012,0.800520176
Texas,Bicycle,2011,0.002859708
Texas,Walked,2011,0.016859563
Texas,"Taxi, motorcycle, or other",2011,0.014432353
Texas,Public transportation,2011,0.015533048
Texas,Worked at home,2011,0.041895831
Texas,Carpool,2011,0.110514874
Texas,Drove alone,2011,0.797904622
Texas,Bicycle,2010,0.002366789
Texas,Walked,2010,0.016653388
Texas,"Taxi, motorcycle, or other",2010,0.016068308
Texas,Public transportation,2010,0.015144346
Texas,Worked at home,2010,0.040667428
Texas,Carpool,2010,0.110950538
Texas,Drove alone,2010,0.798149205
Utah,Bicycle,2022,0.005115814
Utah,Walked,2022,0.018471377
Utah,"Taxi, motorcycle, or other",2022,0.010217638
Utah,Public transportation,2022,0.013647612
Utah,Worked at home,2022,0.179693552
Utah,Carpool,2022,0.099322924
Utah,Drove alone,2022,0.673531083
Utah,Bicycle,2021,0.005733569
Utah,Walked,2021,0.018705867
Utah,"Taxi, motorcycle, or other",2021,0.01013765
Utah,Public transportation,2021,0.013312628
Utah,Worked at home,2021,0.20036212
Utah,Carpool,2021,0.088333195
Utah,Drove alone,2021,0.663414972
Utah,"Taxi, motorcycle, or other",2020,0.033127348
Utah,Public transportation,2020,0.01733973
Utah,Worked at home,2020,0.183365624
Utah,Carpool,2020,0.091067939
Utah,Drove alone,2020,0.675099359
Utah,Bicycle,2019,0.005406716
Utah,Walked,2019,0.02047126
Utah,"Taxi, motorcycle, or other",2019,0.010331614
Utah,Public transportation,2019,0.024698374
Utah,Worked at home,2019,0.074297828
Utah,Carpool,2019,0.1036262
Utah,Drove alone,2019,0.761168007
Utah,Bicycle,2018,0.006849871
Utah,Walked,2018,0.024188526
Utah,"Taxi, motorcycle, or other",2018,0.009556931
Utah,Public transportation,2018,0.021703367
Utah,Worked at home,2018,0.068867889
Utah,Carpool,2018,0.111338149
Utah,Drove alone,2018,0.757495266
Utah,Bicycle,2017,0.006949036
Utah,Walked,2017,0.023553136
Utah,"Taxi, motorcycle, or other",2017,0.009929501
Utah,Public transportation,2017,0.023182512
Utah,Worked at home,2017,0.068117505
Utah,Carpool,2017,0.107347171
Utah,Drove alone,2017,0.760921139
Utah,Bicycle,2016,0.006567928
Utah,Walked,2016,0.027474939
Utah,"Taxi, motorcycle, or other",2016,0.009891257
Utah,Public transportation,2016,0.027311211
Utah,Worked at home,2016,0.060708921
Utah,Carpool,2016,0.109657997
Utah,Drove alone,2016,0.758387747
Utah,Bicycle,2015,0.00983027
Utah,Walked,2015,0.027828416
Utah,"Taxi, motorcycle, or other",2015,0.009711988
Utah,Public transportation,2015,0.026758147
Utah,Worked at home,2015,0.055468298
Utah,Carpool,2015,0.112189663
Utah,Drove alone,2015,0.758213218
Utah,Bicycle,2014,0.007483976
Utah,Walked,2014,0.023608969
Utah,"Taxi, motorcycle, or other",2014,0.010016534
Utah,Public transportation,2014,0.025259442
Utah,Worked at home,2014,0.054802237
Utah,Carpool,2014,0.118400803
Utah,Drove alone,2014,0.760428038
Utah,Bicycle,2013,0.008236908
Utah,Walked,2013,0.025529903
Utah,"Taxi, motorcycle, or other",2013,0.013086963
Utah,Public transportation,2013,0.023217695
Utah,Worked at home,2013,0.051400175
Utah,Carpool,2013,0.118463402
Utah,Drove alone,2013,0.760064953
Utah,Bicycle,2012,0.009850682
Utah,Walked,2012,0.025670072
Utah,"Taxi, motorcycle, or other",2012,0.012914465
Utah,Public transportation,2012,0.025041584
Utah,Worked at home,2012,0.047667153
Utah,Carpool,2012,0.122158791
Utah,Drove alone,2012,0.756697253
Utah,Bicycle,2011,0.007743927
Utah,Walked,2011,0.024040514
Utah,"Taxi, motorcycle, or other",2011,0.011404883
Utah,Public transportation,2011,0.024480984
Utah,Worked at home,2011,0.046437087
Utah,Carpool,2011,0.120498622
Utah,Drove alone,2011,0.765393984
Utah,Bicycle,2010,0.007145336
Utah,Walked,2010,0.029161501
Utah,"Taxi, motorcycle, or other",2010,0.010619659
Utah,Public transportation,2010,0.021286425
Utah,Worked at home,2010,0.043812499
Utah,Carpool,2010,0.112326243
Utah,Drove alone,2010,0.775648336
Vermont,Bicycle,2022,0.006984911
Vermont,Walked,2022,0.041995334
Vermont,"Taxi, motorcycle, or other",2022,0.008255164
Vermont,Public transportation,2022,0.006339421
Vermont,Worked at home,2022,0.165440828
Vermont,Carpool,2022,0.072685712
Vermont,Drove alone,2022,0.698298631
Vermont,Bicycle,2021,0.005428319
Vermont,Walked,2021,0.03928212
Vermont,"Taxi, motorcycle, or other",2021,0.008999421
Vermont,Public transportation,2021,0.005196548
Vermont,Worked at home,2021,0.195867769
Vermont,Carpool,2021,0.073520173
Vermont,Drove alone,2021,0.671705651
Vermont,"Taxi, motorcycle, or other",2020,0.057413414
Vermont,Public transportation,2020,0.006045384
Vermont,Worked at home,2020,0.182183689
Vermont,Carpool,2020,0.059528492
Vermont,Drove alone,2020,0.69482902
Vermont,Bicycle,2019,0.00502773
Vermont,Walked,2019,0.053115033
Vermont,"Taxi, motorcycle, or other",2019,0.007711242
Vermont,Public transportation,2019,0.01642186
Vermont,Worked at home,2019,0.070354285
Vermont,Carpool,2019,0.085502249
Vermont,Drove alone,2019,0.761867601
Vermont,Bicycle,2018,0.012863045
Vermont,Walked,2018,0.052167479
Vermont,"Taxi, motorcycle, or other",2018,0.008037862
Vermont,Public transportation,2018,0.00855892
Vermont,Worked at home,2018,0.074631559
Vermont,Carpool,2018,0.090035148
Vermont,Drove alone,2018,0.753705988
Vermont,Bicycle,2017,0.007147447
Vermont,Walked,2017,0.057279895
Vermont,"Taxi, motorcycle, or other",2017,0.009304221
Vermont,Public transportation,2017,0.014990831
Vermont,Worked at home,2017,0.071013652
Vermont,Carpool,2017,0.091672283
Vermont,Drove alone,2017,0.748591671
Vermont,Bicycle,2016,0.006317411
Vermont,Walked,2016,0.059384925
Vermont,"Taxi, motorcycle, or other",2016,0.013725983
Vermont,Public transportation,2016,0.015452344
Vermont,Worked at home,2016,0.069799692
Vermont,Carpool,2016,0.079739631
Vermont,Drove alone,2016,0.755580013
Vermont,Bicycle,2015,0.007569845
Vermont,Walked,2015,0.058095833
Vermont,"Taxi, motorcycle, or other",2015,0.009186827
Vermont,Public transportation,2015,0.012714219
Vermont,Worked at home,2015,0.06108319
Vermont,Carpool,2015,0.081982207
Vermont,Drove alone,2015,0.769367879
Vermont,Bicycle,2014,0.006056651
Vermont,Walked,2014,0.054342754
Vermont,"Taxi, motorcycle, or other",2014,0.006189071
Vermont,Public transportation,2014,0.011303015
Vermont,Worked at home,2014,0.071465955
Vermont,Carpool,2014,0.087419444
Vermont,Drove alone,2014,0.763223109
Vermont,Bicycle,2013,0.009068218
Vermont,Walked,2013,0.052558783
Vermont,"Taxi, motorcycle, or other",2013,0.007351234
Vermont,Public transportation,2013,0.011920319
Vermont,Worked at home,2013,0.068040254
Vermont,Carpool,2013,0.097438832
Vermont,Drove alone,2013,0.753622359
Vermont,Bicycle,2012,0.009788946
Vermont,Walked,2012,0.060941759
Vermont,"Taxi, motorcycle, or other",2012,0.007445998
Vermont,Public transportation,2012,0.011859022
Vermont,Worked at home,2012,0.072744324
Vermont,Carpool,2012,0.102004523
Vermont,Drove alone,2012,0.735215429
Vermont,Bicycle,2011,0.008097472
Vermont,Walked,2011,0.06298699
Vermont,"Taxi, motorcycle, or other",2011,0.01059288
Vermont,Public transportation,2011,0.013787758
Vermont,Worked at home,2011,0.061881071
Vermont,Carpool,2011,0.099349997
Vermont,Drove alone,2011,0.743303832
Vermont,Bicycle,2010,0.005937105
Vermont,Walked,2010,0.055170243
Vermont,"Taxi, motorcycle, or other",2010,0.0078165
Vermont,Public transportation,2010,0.013267062
Vermont,Worked at home,2010,0.074275829
Vermont,Carpool,2010,0.094723386
Vermont,Drove alone,2010,0.748809876
Virginia,Bicycle,2022,0.003102691
Virginia,Walked,2022,0.021533553
Virginia,"Taxi, motorcycle, or other",2022,0.015418054
Virginia,Public transportation,2022,0.018570399
Virginia,Worked at home,2022,0.181733732
Virginia,Carpool,2022,0.080337096
Virginia,Drove alone,2022,0.679304475
Virginia,Bicycle,2021,0.002489425
Virginia,Walked,2021,0.020264697
Virginia,"Taxi, motorcycle, or other",2021,0.013101853
Virginia,Public transportation,2021,0.014760141
Virginia,Worked at home,2021,0.222895014
Virginia,Carpool,2021,0.070492105
Virginia,Drove alone,2021,0.655996765
Virginia,"Taxi, motorcycle, or other",2020,0.03620764
Virginia,Public transportation,2020,0.027253921
Virginia,Worked at home,2020,0.194355456
Virginia,Carpool,2020,0.076602692
Virginia,Drove alone,2020,0.665580291
Virginia,Bicycle,2019,0.00349782
Virginia,Walked,2019,0.02317364
Virginia,"Taxi, motorcycle, or other",2019,0.015962008
Virginia,Public transportation,2019,0.043532621
Virginia,Worked at home,2019,0.057583317
Virginia,Carpool,2019,0.08992557
Virginia,Drove alone,2019,0.766325024
Virginia,Bicycle,2018,0.004395388
Virginia,Walked,2018,0.022239675
Virginia,"Taxi, motorcycle, or other",2018,0.014310065
